gene	chrom	position
GRIK2	6	1161772855
GRIK3	1	36801851
GRIK4	11	1927566146
GRIK5	19	2691723680
GRIN1	9	1672296573
GRIN2A	16	2406070125
GRIN2B	12	1954856269
GRIN2C	17	2561225321
GRIN2D	19	2698123202
GRIN3A	9	1636730260
GRIN3B	19	2650725247
GRINA	8	1534094153
GRIP1	12	2007642505
GRIP2	3	505285302
GRIPAP1	23	2918990659
GRK1	13	2188195229
GRK2	11	1874172527
GRK3	22	2844799213
GRK4	4	691794375
GRK5	10	1792487003
GRK6	5	1056432198
GRK7	3	632569922
GRM1	6	1206403095
GRM2	3	542500621
GRM3	7	1317723304
GRM4	6	1094396398
GRM5	11	1895414419
GRM6	5	1057987009
GRM7	3	497653026
GRM8	7	1357397277
GRN	17	2530732051
GRP	18	2628697727
GRPEL1	4	695891166
GRPEL2	5	1028350892
GRPR	23	2886140420
GRSF1	4	759654623
GRTP1	13	2187852271
GRWD1	19	2698170815
GRXCR1	4	731723571
GRXCR2	5	1024865085
GSAP	7	1308269516
GSC	14	2283622614
GSC2	22	2838383163
GSDMA	17	2526348574
GSDMB	17	2526287698
GSDMC	8	1519851430
GSDMD	8	1533662265
GSDME	7	1255657184
GSE1	16	2481920368
GSG1	12	1954378387
GSG1L	16	2424098346
GSG1L2	17	2496185272
GSK3A	19	2691955603
GSK3B	3	610618425
GSKIP	14	2285236371
GSN	9	1656439538
GSPT1	16	2408180095
GSPT2	23	2921760093
GSR	8	1420782449
GSS	20	2743225026
GSTA1	6	1113165435
GSTA2	6	1113124154
GSTA3	6	1113270383
GSTA4	6	1113352047
GSTA5	6	1113205425
GSTCD	4	794547918
GSTK1	7	1374221672
GSTM1	1	109687874
GSTM2	1	109668116
GSTM3	1	109737071
GSTM4	1	109656390
GSTM5	1	109712313
GSTO1	10	1777534014
GSTO2	10	1777554001
GSTP1	11	1874489671
GSTT2B	22	2843191895
GSTT4	22	2843232714
GSTZ1	14	2266175292
GSX1	13	2102320533
GSX2	4	742930649
GTDC1	2	392865415
GTF2A1	14	2270034346
GTF2A1L	2	297536238
GTF2A2	15	2354023049
GTF2B	1	88853213
GTF2E1	3	611542190
GTF2E2	8	1420681850
GTF2F1	19	2656105090
GTF2F2	13	2119648498
GTF2H1	11	1825238902
GTF2H2	5	950041029
GTF2H2C	5	948570485
GTF2H3	12	2064927346
GTF2H4	6	1091282614
GTF2H5	6	1218544081
GTF2I	7	1305647287
GTF2IRD1	7	1305466239
GTF2IRD2	7	1305754820
GTF2IRD2B	7	1306067123
GTF3A	13	2101952580
GTF3C1	16	2423768326
GTF3C2	2	276245038
GTF3C3	2	445682926
GTF3C4	9	1667827685
GTF3C5	9	1668188098
GTF3C6	6	1171332347
GTPBP1	22	2857940128
GTPBP10	7	1321304900
GTPBP2	6	1103995191
GTPBP3	19	2667059813
GTPBP4	10	1674267565
GTPBP6	23	2870321540
GTPBP6	24	3026331949
GTPBP8	3	603782637
GTSE1	22	2865531573
GTSF1	12	1995752595
GTSF1L	20	2752022446
GUCA1A	6	1102547191
GUCA1B	6	1102558392
GUCA1C	3	599699659
GUCA2A	1	42162906
GUCA2B	1	42153451
GUCD1	22	2843777178
GUCY1A1	4	844527172
GUCY1A2	11	1913593376
GUCY1B1	4	844589445
GUCY2C	12	1955906603
GUCY2D	17	2494385934
GUCY2F	23	2979392365
GUF1	4	733508927
GUK1	1	228140303
GULP1	2	437396066
GUSB	7	1296919055
GVQW2	6	1199101044
GVQW3	11	1883287656
GXYLT1	12	1983381272
GXYLT2	3	563679871
GYG1	3	639783278
GYG2	23	2872846655
GYPA	4	832941698
GYPB	4	832826603
GYPC	2	375574627
GYPE	4	832707059
GYS1	19	2698694097
GYS2	12	1962830440
GZF1	20	2731660582
GZMA	5	934108035
GZMB	14	2213485194
GZMH	14	2213460726
GZMK	5	934029675
GZMM	19	2650268881
H1F0	22	2857039717
H1FNT	12	1989622778
H1FOO	3	620334856
H1FX	3	620106898
H2AFB1	23	3024901516
H2AFB2	23	3025397253
H2AFB3	23	3025476046
H2AFJ	12	1956067957
H2AFV	7	1275788302
H2AFX	11	1926000790
H2AFY	5	1014340328
H2AFY2	10	1743354744
H2AFZ	4	788778766
H2BFM	23	2974056443
H2BFWT	23	2974029178
H3.Y	5	896660480
H3F3A	1	226064352
H3F3B	17	2562161481
H3F3C	12	1973085245
H6PD	1	9239996
HAAO	2	291685800
HABP2	10	1786832207
HABP4	9	1631607366
HACD1	10	1690869449
HACD2	3	614286525
HACD3	15	2359914549
HACD4	9	1556164123
HACE1	6	1165103239
HACL1	3	506352502
HADH	4	796820237
HADHA	2	275109613
HADHB	2	275172618
HAGH	16	2398116259
HAGHL	16	2397034486
HAL	12	2037267718
HAMP	19	2685007387
HAND1	5	1033481158
HAND2	4	862357581
HAO1	20	2716179791
HAO2	1	119380693
HAP1	17	2528107587
HAPLN1	5	962646848
HAPLN2	1	156623491
HAPLN3	15	2383261887
HAPLN4	19	2668982626
HARBI1	11	1853509357
HARS	5	1019679609
HARS2	5	1019697001
HAS1	19	2701438236
HAS2	8	1511717038
HAS3	16	2465416372
HASPIN	17	2490106822
HAT1	2	420840864
HAUS1	18	2615581873
HAUS2	15	2336932790
HAUS3	4	691062231
HAUS4	14	2211800648
HAUS5	19	2685337604
HAUS6	9	1554213429
HAUS7	23	3023464344
HAUS8	19	2666774682
HAVCR1	5	1036034940
HAVCR2	5	1036092454
HAX1	1	154272724
HBA1	16	2396483693
HBA2	16	2396479889
HBB	11	1812131425
HBD	11	1812138791
HBE1	11	1812174296
HBEGF	5	1019340028
HBG1	11	1812154186
HBG2	11	1812159104
HBM	16	2396472974
HBP1	7	1338138052
HBQ1	16	2396487463
HBS1L	6	1195338856
HBZ	16	2396459886
HCAR1	12	2064022785
HCAR2	12	2063995678
HCAR3	12	2064009060
HCCS	23	2881128527
HCFC1	23	3023965813
HCFC1R1	16	2399329839
HCFC2	12	2045358047
HCK	20	2740348623
HCLS1	3	612423483
HCN1	5	924267273
HCN2	19	2650314755
HCN3	1	155277591
HCN4	15	2367706398
HCRT	17	2528567040
HCRTR1	1	31619193
HCRTR2	6	1115548165
HCST	19	2685627403
HDAC1	1	32292170
HDAC10	22	2869479679
HDAC11	3	504271985
HDAC2	6	1174314635
HDAC3	5	1020626820
HDAC4	2	487971460
HDAC5	17	2530461262
HDAC6	23	2918819159
HDAC7	12	1989077327
HDAC8	23	2942346520
HDAC9	7	1249120483
HDC	15	2344626177
HDDC2	6	1185649723
HDDC3	15	2385315192
HDGF	1	156743449
HDGFL1	6	1082943153
HDGFL2	19	2654197160
HDGFL3	15	2377523187
HDHD2	18	2616586143
HDHD3	9	1648530685
HDHD5	22	2836372193
HDLBP	2	490147964
HDX	23	2954338355
HEATR1	1	236550902
HEATR3	16	2446373108
HEATR4	14	2262332729
HEATR5A	14	2220147428
HEATR5B	2	285899853
HEATR6	17	2546426449
HEATR9	17	2522237949
HEBP1	12	1954268794
HEBP2	6	1198778073
HECA	6	1199508974
HECTD1	14	2219955053
HECTD2	10	1764689524
HECTD3	1	45003492
HECW1	7	1274202064
HECW2	2	445119640
HEG1	3	615762289
HELB	12	2007596090
HELLS	10	1767825007
HELQ	4	772237757
HELT	4	873849233
HELZ	17	2553461138
HELZ2	20	2771855444
HEMGN	9	1633084470
HEMK1	3	541362742
HENMT1	1	108648566
HEPACAM	11	1931826965
HEPACAM2	7	1324147385
HEPH	23	2936179194
HEPHL1	11	1900927196
HEPN1	11	1931825578
HERC1	15	2357992998
HERC2	15	2322495680
HERC3	4	777436128
HERC4	10	1741202016
HERC5	4	777287574
HERC6	4	777209226
HERPUD1	16	2453239221
HERPUD2	7	1266591848
HES1	3	684928018
HES2	1	6418873
HES3	1	6244366
HES4	1	999059
HES5	1	2529469
HES6	2	487157190
HES7	17	2494504457
HESX1	3	547989834
HEXA	15	2366727994
HEXB	5	953690613
HEXD	17	2568802686
HEXIM1	17	2531532077
HEXIM2	17	2531545680
HEY1	8	1469868117
HEY2	6	1186123354
HEYL	1	39626507
HFE	6	1086461018
HFM1	1	91261290
HGD	3	611420017
HGF	7	1312660739
HGFAC	4	692272306
HGH1	8	1534240765
HGS	17	2568066953
HGSNAT	8	1433243426
HHAT	1	210329011
HHATL	3	533484388
HHEX	10	1765969072
HHIP	4	833476980
HHIPL1	14	2288499331
HHIPL2	1	222522601
HHLA2	3	599119941
HHLA3	1	70354952
HIBADH	7	1258484372
HIBCH	2	439123480
HIC1	17	2488439196
HIC2	22	2840677004
HID1	17	2561334456
HIF1A	14	2250549928
HIF1AN	10	1773815044
HIF3A	19	2696021886
HIGD1A	3	533576908
HIGD1B	17	2531231039
HIGD1C	12	1992247485
HIGD2A	5	1055394172
HIGD2B	15	2367059971
HIKESHI	11	1893208276
HILPDA	7	1359415427
HINFP	11	1926032772
HINT1	5	1010164799
HINT2	9	1570970140
HINT3	6	1186330555
HIP1	7	1306496330
HIP1R	12	2064129037
HIPK1	1	113940384
HIPK2	7	1370531085
HIPK3	11	1840192242
HIPK4	19	2690104396
HIRA	22	2838565612
HIRIP3	16	2426300183
HIST1H1A	6	1086390662
HIST1H1B	6	1088240426
HIST1H1C	6	1086429364
HIST1H1D	6	1086607845
HIST1H1E	6	1086529968
HIST1H1T	6	1086481047
HIST1H2AA	6	1086099709
HIST1H2AB	6	1086406753
HIST1H2AC	6	1086497810
HIST1H2AD	6	1086572428
HIST1H2AE	6	1086590552
HIST1H2AG	6	1087506649
HIST1H2AH	6	1087520706
HIST1H2AI	6	1088181787
HIST1H2AJ	6	1088187931
HIST1H2AK	6	1088211524
HIST1H2AL	6	1088238932
HIST1H2AM	6	1088266334
HIST1H2BA	6	1086100486
HIST1H2BB	6	1086416854
HIST1H2BC	6	1086497101
HIST1H2BD	6	1086531747
HIST1H2BE	6	1086557373
HIST1H2BF	6	1086573136
HIST1H2BG	6	1086589840
HIST1H2BH	6	1086625228
HIST1H2BI	6	1086646553
HIST1H2BJ	6	1087505947
HIST1H2BK	6	1087519995
HIST1H2BL	6	1088181103
HIST1H2BM	6	1088188621
HIST1H2BN	6	1088212239
HIST1H2BO	6	1088267040
HIST1H3A	6	1086394067
HIST1H3B	6	1086405227
HIST1H3C	6	1086418988
HIST1H3D	6	1086570417
HIST1H3E	6	1086598732
HIST1H3F	6	1086623772
HIST1H3G	6	1086644551
HIST1H3H	6	1088183651
HIST1H3I	6	1088245482
HIST1H3J	6	1088263959
HIST1H4A	6	1086395256
HIST1H4B	6	1086400518
HIST1H4C	6	1086477525
HIST1H4D	6	1086562342
HIST1H4E	6	1086578222
HIST1H4F	6	1086614003
HIST1H4G	6	1086620258
HIST1H4H	6	1086658765
HIST1H4I	6	1087512886
HIST1H4J	6	1088197702
HIST1H4K	6	1088204793
HIST1H4L	6	1088246776
HIST2H2AA3	1	149842306
HIST2H2AA4	1	149851114
HIST2H2AB	1	149887524
HIST2H2AC	1	149886975
HIST2H2BE	1	149886260
HIST2H2BF	1	149783233
HIST2H3A	1	149852655
HIST2H3C	1	149840747
HIST2H3D	1	149813271
HIST2H4A	1	149832685
HIST2H4B	1	149860820
HIST3H2A	1	228457425
HIST3H2BB	1	228458130
HIST3H3	1	228424915
HIST4H4	12	1956064259
HIVEP1	6	1072389206
HIVEP2	6	1203126684
HIVEP3	1	41510451
HJURP	2	482755940
HJV	1	146018077
HK1	10	1742567829
HK2	2	323752944
HK3	5	1055886425
HKDC1	10	1742499521
HKR1	19	2687060034
HLA-A	6	1090316131
HLA-B	6	1091728060
HLA-C	6	1091642746
HLA-DMA	6	1093322441
HLA-DMB	6	1093308548
HLA-DOA	6	1093380415
HLA-DOB	6	1093186793
HLA-DPA1	6	1093442227
HLA-DPB1	6	1093449619
HLA-DQA1	6	1093011036
HLA-DQA2	6	1093115021
HLA-DQB1	6	1093033813
HLA-DQB2	6	1093130030
HLA-DRA	6	1092813528
HLA-DRB1	6	1092952668
HLA-DRB5	6	1092891316
HLA-E	6	1090863109
HLA-F	6	1090097041
HLA-G	6	1090200616
HLCS	21	2809324044
HLF	17	2541648371
HLTF	3	639823857
HLX	1	220879858
HM13	20	2739810750
HMBOX1	8	1419066797
HMBS	11	1925990861
HMCES	3	620071370
HMCN1	1	185734780
HMG20A	15	2371842325
HMG20B	19	2653298119
HMGA1	6	1094614358
HMGA2	12	2007118757
HMGB1	13	2104989199
HMGB2	4	862162384
HMGB3	23	3021002066
HMGB4	1	33864192
HMGCL	1	23802463
HMGCLL1	6	1115809239
HMGCR	5	954347958
HMGCS1	5	922296483
HMGCS2	1	119750802
HMGN1	21	2811912910
HMGN2	1	26472613
HMGN3	6	1139575265
HMGN4	6	1086918784
HMGN5	23	2951131115
HMGXB3	5	1029010205
HMGXB4	22	2854496563
HMHB1	5	1022817620
HMMR	5	1042466045
HMOX1	22	2854615346
HMOX2	16	2400803122
HMSD	18	2633430917
HMX1	4	697676450
HMX2	10	1796427464
HMX3	10	1796415136
HNF1A	12	2062272255
HNF1B	17	2524070166
HNF4A	20	2752652003
HNF4G	8	1465642922
HNMT	2	386882855
HNRNPA0	5	1016758501
HNRNPA1	12	1995574294
HNRNPA1L2	13	2127170335
HNRNPA2B1	7	1257150674
HNRNPA3	2	426131163
HNRNPAB	5	1057210190
HNRNPC	14	2210065346
HNRNPCL1	1	12847408
HNRNPCL2	1	13115519
HNRNPCL3	1	13061325
HNRNPCL4	1	13164586
HNRNPD	4	771185638
HNRNPDL	4	771256363
HNRNPF	10	1716665722
HNRNPH1	5	1058620898
HNRNPH2	23	2971428455
HNRNPH3	10	1741616307
HNRNPK	9	1619126436
HNRNPL	19	2688561531
HNRNPLL	2	287482545
HNRNPM	19	2658169808
HNRNPR	1	23310454
HNRNPU	1	244854450
HNRNPUL1	19	2690989313
HNRNPUL2	11	1869621126
HOGA1	10	1770863789
HOMER1	5	958381361
HOMER2	15	2377233632
HOMER3	19	2668654252
HOMEZ	14	2212129698
HOOK1	1	59815118
HOOK2	19	2662488091
HOOK3	8	1433000061
HOPX	4	745479024
HORMAD1	1	150698654
HORMAD2	22	2849328125
HOXA1	7	1258052598
HOXA10	7	1258130057
HOXA11	7	1258140954
HOXA13	7	1258156356
HOXA2	7	1258058884
HOXA3	7	1258066073
HOXA4	7	1258087383
HOXA5	7	1258099993
HOXA6	7	1258103816
HOXA7	7	1258113067
HOXA9	7	1258121761
HOXB1	17	2534912433
HOXB13	17	2535109676
HOXB2	17	2534925954
HOXB3	17	2534933220
HOXB4	17	2534959608
HOXB5	17	2534975095
HOXB6	17	2534979299
HOXB7	17	2534990728
HOXB8	17	2534996088
HOXB9	17	2535005786
HOXC10	12	1995278746
HOXC11	12	1995266728
HOXC12	12	1995248416
HOXC13	12	1995232393
HOXC4	12	1995347409
HOXC5	12	1995326609
HOXC6	12	1995322008
HOXC8	12	1995302771
HOXC9	12	1995293675
HOXD1	2	425107165
HOXD10	2	425035197
HOXD11	2	425025719
HOXD12	2	425018165
HOXD13	2	425011254
HOXD3	2	425087478
HOXD4	2	425069997
HOXD8	2	425048730
HOXD9	2	425041132
HP	16	2468361629
HP1BP3	1	20744797
HPCA	1	32888899
HPCAL1	2	259338121
HPCAL4	1	39682536
HPD	12	2063133214
HPDL	1	45327149
HPF1	4	858559882
HPGD	4	863322260
HPGDS	4	783129784
HPN	19	2684767316
HPR	16	2468370232
HPRT1	23	3004476778
HPS1	10	1771696649
HPS3	3	639921361
HPS4	22	2845687405
HPS5	11	1825185709
HPS6	10	1775344560
HPSE	4	772125648
HPSE2	10	1771738659
HPX	11	1813337038
HR	8	1412218629
HRAS	11	1807438463
HRASLS2	11	1870458791
HRASLS5	11	1870369330
HRC	19	2698876105
HRCT1	9	1571063374
HRG	3	677457669
HRH1	3	502050675
HRH2	5	1054688586
HRH3	20	2770512204
HRH4	18	2593938190
HRK	12	2058174518
HRNR	1	152213076
HS1BP3	2	269537350
HS2ST1	1	86915037
HS3ST1	4	700229386
HS3ST2	16	2419121587
HS3ST3A1	17	2499879083
HS3ST3B1	17	2500684405
HS3ST4	16	2421999394
HS3ST5	6	1174430834
HS3ST6	16	2398218566
HS6ST1	2	377186525
HS6ST2	23	3002644689
HS6ST3	13	2170618705
HSBP1	16	2480115053
HSBP1L1	18	2649442197
HSCB	22	2847976268
HSD11B1	1	209704943
HSD11B1L	19	2655408842
HSD11B2	16	2463738225
HSD17B1	17	2528935820
HSD17B10	23	2923447870
HSD17B11	4	776167580
HSD17B12	11	1850586655
HSD17B13	4	776135522
HSD17B14	19	2698537984
HSD17B2	16	2478342401
HSD17B3	9	1631392546
HSD17B4	5	998457928
HSD17B6	12	1998067339
HSD17B7	1	162790801
HSD17B8	6	1093578246
HSD3B1	1	119507477
HSD3B2	1	119415420
HSD3B7	16	2427292635
HSDL1	16	2480431606
HSDL2	9	1647537250
HSF1	8	1534394687
HSF2	6	1182773315
HSF2BP	21	2816099552
HSF4	16	2463471788
HSF5	17	2544805246
HSFX1	23	3019791148
HSFX2	23	3019609058
HSFX3	23	3019564858
HSFX4	23	3019946111
HSFY1	24	3044573663
HSFY2	24	3044758644
HSH2D	19	2665873560
HSP90AA1	14	2290935835
HSP90AB1	6	1104622207
HSP90B1	12	2045224002
HSPA12A	10	1789953866
HSPA12B	20	2712034873
HSPA13	21	2786943415
HSPA14	10	1688117488
HSPA1A	6	1092189334
HSPA1B	6	1092201528
HSPA1L	6	1092183624
HSPA2	14	2253394973
HSPA4	5	1012057603
HSPA4L	4	816612855
HSPA5	9	1660393678
HSPA6	1	161524659
HSPA8	11	1929963561
HSPA9	5	1017561389
HSPB1	7	1307260871
HSPB11	1	53921651
HSPB2	11	1918818657
HSPB3	5	933461142
HSPB6	19	2685480331
HSPB7	1	16015580
HSPB8	12	2060472799
HSPB9	17	2528505737
HSPBAP1	3	613531982
HSPBP1	19	2704987417
HSPD1	2	446405409
HSPE1	2	446418800
HSPE1-MOB4	2	446418800
HSPG2	1	21823316
HSPH1	13	2105665160
HTATIP2	11	1827269639
HTATSF1	23	3006514151
HTD2	3	549109251
HTN1	4	758883381
HTN3	4	758861045
HTR1A	5	942965803
HTR1B	6	1137835808
HTR1D	1	23193086
HTR1E	6	1147388912
HTR1F	3	578782387
HTR2A	13	2121362679
HTR2B	2	480026880
HTR2C	23	2984743403
HTR3A	11	1920883382
HTR3B	11	1920810761
HTR3C	3	674844718
HTR3D	3	674823379
HTR3E	3	674889167
HTR4	5	1027456537
HTR5A	7	1386029058
HTR6	1	19665754
HTR7	10	1764021567
HTRA1	10	1795740738
HTRA2	2	323448370
HTRA3	4	697100273
HTRA4	8	1429077193
HTT	4	691905130
HUNK	21	2804443473
HUS1	7	1278923514
HUS1B	6	1061029685
HUWE1	23	2923549775
HVCN1	12	2051942896
HYAL1	3	541092120
HYAL2	3	541109766
HYAL3	3	541084883
HYAL4	7	1354826432
HYDIN	16	2467114556
HYI	1	43451238
HYKK	15	2372897006
HYLS1	11	1932805196
HYOU1	11	1925951420
HYPK	15	2338184516
HYPM	23	2908007306
IAH1	2	258392930
IAPP	12	1962666838
IARS	9	1627367893
IARS2	1	220094217
IBA57	1	228165817
IBSP	4	776632666
IBTK	6	1142545002
ICA1	7	1239072081
ICA1L	2	451697896
ICAM1	19	2659995969
ICAM2	17	2550385633
ICAM3	19	2660058666
ICAM4	19	2660011822
ICAM5	19	2660014853
ICE1	5	884428268
ICE2	15	2354807551
ICK	6	1113378726
ICMT	1	6225080
ICOS	2	452855178
ICOSLG	21	2816792845
ID1	20	2739901586
ID2	2	257600529
ID3	1	23558960
ID4	6	1080211332
IDE	10	1765733529
IDH1	2	457155442
IDH2	15	2384468183
IDH3A	15	2372533321
IDH3B	20	2710954640
IDH3G	23	3023802338
IDI1	10	1674320272
IDI2	10	1674298602
IDNK	9	1618780258
IDO1	8	1430016852
IDO2	8	1430038126
IDS	23	3019499212
IDUA	4	689817389
IER2	19	2662877996
IER3	6	1091117513
IER3IP1	18	2616633638
IER5	1	181088903
IER5L	9	1664333924
IFFO1	12	1947833969
IFFO2	1	18908561
IFI16	1	159014681
IFI27	14	2282965806
IFI27L1	14	2282951061
IFI27L2	14	2282981922
IFI30	19	2667898651
IFI35	17	2529389834
IFI44	1	78650196
IFI44L	1	78627916
IFI6	1	27666381
IFIH1	2	411185563
IFIT1	10	1762671798
IFIT1B	10	1762657221
IFIT2	10	1762581209
IFIT3	10	1762607159
IFIT5	10	1762693884
IFITM1	11	1807219998
IFITM10	11	1808641107
IFITM2	11	1807214020
IFITM3	11	1807225665
IFITM5	11	1807204328
IFNA1	9	1556597594
IFNA10	9	1556363614
IFNA13	9	1556524524
IFNA14	9	1556396452
IFNA16	9	1556373822
IFNA17	9	1556384690
IFNA2	9	1556541849
IFNA21	9	1556323129
IFNA4	9	1556344048
IFNA5	9	1556461773
IFNA6	9	1556507404
IFNA7	9	1556358682
IFNA8	9	1556566263
IFNAR1	21	2805894854
IFNAR2	21	2805811721
IFNB1	9	1556234392
IFNE	9	1556638154
IFNG	12	2009448839
IFNGR1	6	1197571608
IFNGR2	21	2805973342
IFNK	9	1562681423
IFNL1	19	2689021231
IFNL2	19	2688993378
IFNL3	19	2688968441
IFNLR1	1	24157130
IFNW1	9	1556298069
IFRD1	7	1343408847
IFRD2	3	541079828
IFT122	3	620231968
IFT140	16	2397817920
IFT172	2	276362795
IFT20	17	2514711516
IFT22	7	1332273292
IFT27	22	2855992483
IFT43	14	2264839910
IFT46	11	1925450743
IFT52	20	2751890897
IFT57	3	598954114
IFT74	9	1562119054
IFT80	3	651050162
IFT81	12	2051420867
IFT88	13	2095095819
IGBP1	23	2940150414
IGDCC3	15	2359712826
IGDCC4	15	2359767926
IGF1	12	2043695993
IGF1R	15	2393033499
IGF2	11	1809038814
IGF2BP1	17	2535380632
IGF2BP2	3	676437168
IGF2BP3	7	1254270520
IGF2R	6	1220342824
IGFALS	16	2398097576
IGFBP1	7	1276846811
IGFBP2	2	465578100
IGFBP3	7	1276872978
IGFBP4	17	2526826622
IGFBP5	2	465595114
IGFBP6	12	1994391204
IGFBP7	4	745861621
IGFBPL1	9	1573568486
IGFL1	19	2695954584
IGFL2	19	2695873088
IGFL3	19	2695845139
IGFL4	19	2695764701
IGFLR1	19	2685464089
IGFN1	1	201193294
IGHMBP2	11	1875809780
IGIP	5	1019133829
IGLL1	22	2842807438
IGLL5	22	2842122226
IGLON5	19	2701036657
IGSF1	23	3001290262
IGSF10	3	642228326
IGSF11	3	609694157
IGSF21	1	18108129
IGSF22	11	1825610295
IGSF23	19	2694338455
IGSF3	1	116577312
IGSF5	21	2812315308
IGSF6	16	2417948510
IGSF8	1	160091823
IGSF9	1	159927345
IGSF9B	11	1940814896
IHH	2	467973570
IK	5	1019653261
IKBIP	12	2039907071
IKBKB	8	1432374300
IKBKE	1	206473228
IKBKG	23	3024558730
IKZF1	7	1281277220
IKZF2	2	461925723
IKZF3	17	2526148676
IKZF4	12	1997314891
IKZF5	10	1796272865
IL10	1	206768636
IL10RA	11	1924892295
IL10RB	21	2805836264
IL11	19	2705090816
IL11RA	9	1569812304
IL12A	3	650780694
IL12B	5	1038322037
IL12RB1	19	2667784417
IL12RB2	1	67320369
IL13	5	1011663539
IL13RA1	23	2988744105
IL13RA2	23	2985020546
IL15	4	830549769
IL15RA	10	1679232180
IL16	15	2375609317
IL17A	6	1112560009
IL17B	5	1028379721
IL17C	16	2484945618
IL17D	13	2095231844
IL17F	6	1112610508
IL17RA	22	2836319264
IL17RB	3	544638226
IL17RC	3	500708953
IL17RD	3	547888030
IL17RE	3	500694570
IL17REL	22	2869231210
IL18	11	1919049423
IL18BP	11	1878905812
IL18R1	2	351281024
IL18RAP	2	351341641
IL19	1	206798895
IL1A	2	361693430
IL1B	2	361748724
IL1F10	2	361991102
IL1R1	2	351076088
IL1R2	2	350926939
IL1RAP	3	681355927
IL1RAPL1	23	2898805810
IL1RAPL2	23	2974675380
IL1RL1	2	351256628
IL1RL2	2	351105378
IL1RN	2	362036382
IL2	4	811282056
IL20	1	206865853
IL20RA	6	1197375135
IL20RB	3	627749751
IL21	4	811443014
IL21R	16	2423737048
IL22	12	2009542285
IL22RA1	1	24120805
IL22RA2	6	1197519201
IL23A	12	1997632531
IL23R	1	67168121
IL24	1	206897833
IL25	14	2212227090
IL26	12	2009495331
IL27	16	2424806627
IL27RA	19	2663756682
IL2RA	10	1679291957
IL2RB	22	2856362268
IL2RG	23	2941124202
IL3	5	1011066059
IL31	12	2063465898
IL31RA	5	934856923
IL32	16	2399372788
IL33	9	1541398781
IL34	16	2466953924
IL36A	2	361924235
IL36B	2	361941037
IL36G	2	361897002
IL36RN	2	361977802
IL37	2	361831376
IL3RA	23	2871358232
IL3RA	24	3027368641
IL4	5	1011679403
IL4I1	19	2699614479
IL4R	16	2423647180
IL5	5	1011547163
IL5RA	3	493861862
IL6	7	1253685421
IL6R	1	154405630
IL6ST	5	934946434
IL7	8	1468836642
IL7R	5	914862330
IL9	5	1014897743
IL9R	23	3026014210
IL9R	24	3083211139
ILDR1	3	612780004
ILDR2	1	166919355
ILF2	1	153662396
ILF3	19	2660395415
ILK	11	1813510099
ILKAP	2	487088899
ILVBL	19	2664840061
IMMP1L	11	1838338327
IMMP2L	7	1341621760
IMMT	2	335062631
IMP3	15	2370023531
IMP4	2	379261296
IMPA1	8	1471762280
IMPA2	18	2581459131
IMPACT	18	2593904218
IMPAD1	8	1447066722
IMPDH1	7	1359351165
IMPDH2	3	539816020
IMPG1	6	1136295666
IMPG2	3	592018606
INA	10	1776556297
INAFM1	19	2696999729
INAFM2	15	2334707973
INAVA	1	200898401
INCA1	17	2491371291
INCENP	11	1869033989
INF2	14	2293555489
ING1	13	2185240816
ING2	4	872335500
ING3	7	1351909055
ING4	12	1947944681
ING5	2	490608974
INHA	2	468490738
INHBA	7	1272647808
INHBB	2	369264552
INHBC	12	1998728373
INHBE	12	1998749023
INIP	9	1647844624
INKA2	1	111726968
INMT	7	1261710309
INO80	15	2335364140
INO80B	2	323373480
INO80C	18	2604946072
INO80D	2	454922731
INO80E	16	2426303287
INPP1	2	439278466
INPP4A	2	347438412
INPP4B	4	830859086
INPP5A	10	1805817182
INPP5B	1	37862315
INPP5D	2	481978842
INPP5E	9	1671586761
INPP5F	10	1793005348
INPP5J	22	2850357187
INPP5K	17	2487878709
INPPL1	11	1879130812
INS	11	1809065679
INS-IGF2	11	1809053439
INSC	11	1822018297
INSIG1	7	1386256444
INSIG2	2	367014920
INSL3	19	2667541663
INSL4	9	1540388610
INSL5	1	66798013
INSL6	9	1540320999
INSM1	20	2728664466
INSM2	14	2224388376
INSR	19	2656841865
INSRR	1	156840873
INSYN1	15	2368123834
INSYN2	10	1800416922
INSYN2B	5	1048869625
INTS1	7	1232428735
INTS10	8	1409920467
INTS11	1	1311859
INTS12	4	794513037
INTS13	12	1968198983
INTS14	15	2359963325
INTS2	17	2548250443
INTS3	1	153728635
INTS4	11	1884784776
INTS5	11	1869552847
INTS6	13	2125893594
INTS6L	23	3005537459
INTS7	1	211941824
INTS8	8	1484926361
INTS9	8	1418871075
INTU	4	816463339
INVS	9	1635261608
IP6K1	3	540518759
IP6K2	3	539479910
IP6K3	6	1094096297
IPCEF1	6	1214533405
IPMK	10	1731475161
IPO11	5	941424366
IPO13	1	43947601
IPO4	14	2213034565
IPO7	11	1816290591
IPO8	12	1971924346
IPO9	1	201829210
IPP	1	45694418
IPPK	9	1627772918
IQCA1	2	485243051
IQCA1L	7	1382149138
IQCB1	3	612561982
IQCC	1	32205682
IQCD	12	2054489061
IQCE	7	1233517340
IQCF1	3	542686527
IQCF2	3	542653304
IQCF3	3	542621113
IQCF5	3	542665370
IQCF6	3	542570260
IQCG	3	688681217
IQCH	15	2361638814
IQCJ	3	649861070
IQCJ-SCHIP1	3	649861070
