Gene	ENST_ID
CPN1	ENST00000370418
CPNE4	ENST00000429747
CPPED1	ENST00000381774
CPNE9	ENST00000383832
CPNE6	ENST00000397016
CPLANE1	ENST00000425232
CPSF1	ENST00000349769
CPS1	ENST00000233072
CPSF2	ENST00000298875
CPSF3	ENST00000238112
CPSF4	ENST00000292476
CPSF4L	ENST00000344935
CPSF6	ENST00000435070
CRAMP1	ENST00000293925
CPT2	ENST00000371486
CRACR2A	ENST00000252322
CPT1A	ENST00000265641
CPT1B	ENST00000312108
CPXM2	ENST00000241305
CPSF7	ENST00000394888
CR1	ENST00000367051
CRABP1	ENST00000299529
CPZ	ENST00000360986
CPVL	ENST00000265394
CRB1	ENST00000367400
CPXCR1	ENST00000276127
CR2	ENST00000367058
CPT1C	ENST00000323446
CPTP	ENST00000343938
CRAT	ENST00000318080
CRABP2	ENST00000368221
CRADD	ENST00000332896
CPXM1	ENST00000380605
CR1L	ENST00000508064
CRB2	ENST00000373631
CRACR2B	ENST00000525077
CREB3L2	ENST00000330387
CRELD2	ENST00000328268
CREB3L4	ENST00000271889
CREB3	ENST00000353704
CRB3	ENST00000308243
CRBN	ENST00000231948
CREB5	ENST00000357727
CREB3L3	ENST00000078445
CREBL2	ENST00000228865
CREBBP	ENST00000262367
CRCT1	ENST00000368790
CRH	ENST00000276571
CRHBP	ENST00000274368
CRIM1	ENST00000280527
CREM	ENST00000345491
CRIPAK	ENST00000324803
CRCP	ENST00000395326
CREG2	ENST00000324768
CREB3L1	ENST00000529193
CREB1	ENST00000432329
CRHR1	ENST00000398285
CRIP1	ENST00000330233
CREBRF	ENST00000296953
CRIP3	ENST00000274990
CRIPT	ENST00000238892
CRHR2	ENST00000471646
CRIP2	ENST00000329146
CRELD1	ENST00000383811
CREG1	ENST00000370509
CREBZF	ENST00000490820
CRISPLD2	ENST00000262424
CRK	ENST00000300574
CRKL	ENST00000354336
CRLF1	ENST00000392386
CRLF2	ENST00000381566
CRLF3	ENST00000324238
CRLS1	ENST00000378863
CRISP1	ENST00000335847
CRISP2	ENST00000339139
CRISPLD1	ENST00000262207
CRISP3	ENST00000433368
CRX	ENST00000221996
CROCC	ENST00000375541
CRYAB	ENST00000227251
CROT	ENST00000331536
CRTAM	ENST00000227348
CRTC2	ENST00000368633
CRP	ENST00000255030
CRTC3	ENST00000268184
CRY1	ENST00000008527
CRYAA	ENST00000291554
CRNN	ENST00000271835
CRY2	ENST00000443527
CRTC1	ENST00000321949
CRTAP	ENST00000320954
CRMP1	ENST00000397890
CRNKL1	ENST00000377340
CRTAC1	ENST00000370597
CRYBB3	ENST00000215855
CRYL1	ENST00000298248
CRYBB1	ENST00000215939
CRYBA2	ENST00000295728
CRYBA4	ENST00000354760
CRYBG3	ENST00000389622
CRYBA1	ENST00000225387
CRYGA	ENST00000304502
CRYBB2	ENST00000398215
CRYBG1	ENST00000369066
CRYGS	ENST00000307944
CRYGC	ENST00000282141
CSE1L	ENST00000262982
CRYZ	ENST00000340866
CS	ENST00000351328
CSAG1	ENST00000370287
CRYM	ENST00000219599
CRYGB	ENST00000260988
CRYGD	ENST00000264376
CSDC2	ENST00000306149
CSDE1	ENST00000358528
CRYGN	ENST00000337323
CSF1R	ENST00000286301
CRYZL1	ENST00000381554
CSF1	ENST00000329608
CSF2	ENST00000296871
CSF2RA	ENST00000381524
CSAD	ENST00000444623
CSF2RB	ENST00000403662
CSK	ENST00000220003
CSHL1	ENST00000309894
CSNK1D	ENST00000314028
CSN3	ENST00000304954
CSGALNACT1	ENST00000332246
CSN1S1	ENST00000246891
CSMD3	ENST00000297405
CSF3	ENST00000225474
CSF3R	ENST00000361632
CSNK2A2	ENST00000262506
CSPP1	ENST00000262210
CSNK1G2	ENST00000255641
CSNK2A1	ENST00000217244
CSMD2	ENST00000241312
CSNK1G1	ENST00000303052
CSPG4	ENST00000308508
CSN2	ENST00000353151
CSNK1G3	ENST00000361991
CSGALNACT2	ENST00000374466
CSH1	ENST00000316193
CSMD1	ENST00000537824
CSRNP1	ENST00000273153
CSNK1E	ENST00000359867
CSNK2A3	ENST00000528848
CSNK1A1L	ENST00000379800
CSPG5	ENST00000383738
CSH2	ENST00000392886
CSNK1A1	ENST00000377843
CSNK2B	ENST00000375865
CSKMT	ENST00000532971
CST4	ENST00000217423
CSRP3	ENST00000265968
CSRNP2	ENST00000228515
CST8	ENST00000246012
CSRP2	ENST00000311083
CST6	ENST00000312134
CST11	ENST00000377009
CST9L	ENST00000376979
CST1	ENST00000304749
CSRP1	ENST00000340006
CSTF1	ENST00000217109
CST3	ENST00000376925
CSTA	ENST00000264474
CST5	ENST00000304710
CSRNP3	ENST00000314499
CSTB	ENST00000291568
CST2	ENST00000304725
CSTL1	ENST00000246020
CSTF2T	ENST00000331173
CST7	ENST00000480798
CSTF3	ENST00000323959
CSTF2	ENST00000372972
CST9	ENST00000376971
CT45A3	ENST00000597510
CT45A5	ENST00000487941
CT45A6	ENST00000491002
CT45A1	ENST00000594117
CT45A10	ENST00000594117
CT45A2	ENST00000605791
CT47A1	ENST00000415858
CT47A12	ENST00000416816
CTAG2	ENST00000247306
CTBP2	ENST00000337195
CTAGE9	ENST00000314099
CTAGE4	ENST00000486333
CT55	ENST00000276241
CTBP1	ENST00000290921
CTBS	ENST00000370630
CTAG1B	ENST00000328435
CT47A11	ENST00000457020
CTAGE1	ENST00000391403
CT47A6	ENST00000443600
CTAGE15	ENST00000420911
CTAG1A	ENST00000328435
CT47A4	ENST00000415858
CT47B1	ENST00000371311
CT47A10	ENST00000430448
CT47A9	ENST00000417256
CT83	ENST00000371894
CT47A8	ENST00000457977
CT47A3	ENST00000441330
CT47A5	ENST00000439466
CT45A9	ENST00000604569
CT47A2	ENST00000458218
CT47A7	ENST00000434883
CT62	ENST00000449977
CTAGE6	ENST00000470691
CTAGE8	ENST00000487179
CTC1	ENST00000315684
CTDSPL2	ENST00000260327
CTCFL	ENST00000243914
CTDNEP1	ENST00000318988
CTF1	ENST00000279804
CTDSPL	ENST00000273179
CTCF	ENST00000264010
CTR9	ENST00000361367
CTDP1	ENST00000299543
CTNNA2	ENST00000402739
CTPS1	ENST00000372616
CTNS	ENST00000046640
CTHRC1	ENST00000330295
CTLA4	ENST00000302823
CTDSP2	ENST00000398073
CTIF	ENST00000256413
CTH	ENST00000370938
CTNNAL1	ENST00000325551
CTNND1	ENST00000399050
CTRB1	ENST00000361017
CTPS2	ENST00000359276
CTNNB1	ENST00000349496
CTDSP1	ENST00000273062
CTNNA1	ENST00000302763
CTRB2	ENST00000303037
CTNND2	ENST00000304623
CTNNBIP1	ENST00000377256
CTNNA3	ENST00000433211
CTNNBL1	ENST00000361383
CTRC	ENST00000375949
CTSH	ENST00000220166
CTSV	ENST00000259470
CTTNBP2NL	ENST00000271277
CTSC	ENST00000227266
CTSK	ENST00000271651
CTTNBP2	ENST00000160373
CTSE	ENST00000358184
CTSB	ENST00000345125
CTSA	ENST00000191018
CTTN	ENST00000301843
CTSW	ENST00000307886
CUEDC1	ENST00000360238
CTSG	ENST00000216336
CTRL	ENST00000574481
CTXN2	ENST00000417307
CTSZ	ENST00000217131
CTXN1	ENST00000318978
CUL1	ENST00000325222
CTSD	ENST00000236671
CTSF	ENST00000310325
CTSS	ENST00000368985
CTSO	ENST00000433477
CTU1	ENST00000421832
CUL2	ENST00000374748
CUBN	ENST00000377833
CUEDC2	ENST00000369937
CTSL	ENST00000340342
CTXN3	ENST00000379445
CTU2	ENST00000453996
CTXND1	ENST00000560778
CUL4A	ENST00000375440
CUTC	ENST00000370476
CXADR	ENST00000284878
CUL9	ENST00000252050
CUL5	ENST00000393094
CUZD1	ENST00000368904
CUL7	ENST00000265348
CWC15	ENST00000279839
CXCL11	ENST00000306621
CUX1	ENST00000292535
CWC25	ENST00000225428
CUL3	ENST00000264414
CWF19L2	ENST00000282251
CXCL13	ENST00000286758
CWH43	ENST00000226432
CXCL14	ENST00000337225
CX3CL1	ENST00000006053
CXCL16	ENST00000293778
CUX2	ENST00000261726
CWC22	ENST00000410053
CXCL10	ENST00000306602
CWF19L1	ENST00000354105
CUTA	ENST00000440930
CX3CR1	ENST00000399220
CWC27	ENST00000381070
CXCL12	ENST00000374429
CUL4B	ENST00000404115
CXCL1	ENST00000395761
CXCL2	ENST00000508487
CXCL17	ENST00000601181
CXCR3	ENST00000373693
CXCL5	ENST00000296027
CXCL3	ENST00000296026
CXCL6	ENST00000226317
CXorf66	ENST00000370540
CXCR4	ENST00000241393
CXCR6	ENST00000304552
CXCR1	ENST00000295683
CXCL8	ENST00000307407
CXCR5	ENST00000292174
CXorf58	ENST00000379211
CXCL9	ENST00000264888
CYB561	ENST00000360793
CXXC4	ENST00000426831
CXorf51B	ENST00000438525
CXorf65	ENST00000374251
CYB561A3	ENST00000294072
CXorf67	ENST00000342995
CXCR2	ENST00000318507
CXXC1	ENST00000285106
CXorf38	ENST00000327877
CXXC5	ENST00000302517
CXorf49B	ENST00000542739
CXorf51A	ENST00000458472
CXorf40B	ENST00000355203
CXorf21	ENST00000378962
CYB561D1	ENST00000420578
CXorf40A	ENST00000450602
CXorf56	ENST00000536133
CXorf49	ENST00000535490
CYB5A	ENST00000340533
CYB5D2	ENST00000301391
CYB561D2	ENST00000232508
CYB5D1	ENST00000332439
CYB5R1	ENST00000367249
CYB5R2	ENST00000299498
CYB5R4	ENST00000369681
CYB5R3	ENST00000352397
CYB5B	ENST00000512062
CYBA	ENST00000261623
CYCS	ENST00000305786
CYP1A2	ENST00000343932
CYP19A1	ENST00000260433
CYLC1	ENST00000329312
CYC1	ENST00000318911
CYFIP1	ENST00000313077
CYP11B2	ENST00000323110
CYGB	ENST00000293230
CYBRD1	ENST00000321348
CYLD	ENST00000311559
CYP11B1	ENST00000292427
CYLC2	ENST00000374798
CYP11A1	ENST00000268053
CYP1A1	ENST00000379727
CYBB	ENST00000378588
CYB5RL	ENST00000534324
CYBC1	ENST00000437807
CYHR1	ENST00000438911
CYFIP2	ENST00000521420
CYP17A1	ENST00000369887
CYP24A1	ENST00000216862
CYP1B1	ENST00000260630
CYP21A2	ENST00000436607
CYP20A1	ENST00000356079
CYP26B1	ENST00000001146
CYP26A1	ENST00000224356
CYP26C1	ENST00000285949
CYP27A1	ENST00000258415
CYP2E1	ENST00000252945
CYP27B1	ENST00000228606
CYP2F1	ENST00000331105
CYP2C9	ENST00000260682
CYP27C1	ENST00000335247
CYP2A6	ENST00000301141
CYP39A1	ENST00000275016
CYP2A13	ENST00000330436
CYP2C18	ENST00000285979
CYP2D6	ENST00000360608
CYP3A5	ENST00000222982
CYP2S1	ENST00000310054
CYP2R1	ENST00000334636
CYP2B6	ENST00000324071
CYP2W1	ENST00000308919
CYP2J2	ENST00000371204
CYP2C19	ENST00000371321
CYP2A7	ENST00000301146
CYP3A4	ENST00000336411
CYP2U1	ENST00000332884
CYP3A43	ENST00000354829
CYP2C8	ENST00000371270
CYP4F2	ENST00000221700
CYP4F3	ENST00000221307
CYP51A1	ENST00000003100
CYP4B1	ENST00000271153
CYP4F11	ENST00000248041
CYP4A11	ENST00000310638
CYP46A1	ENST00000261835
CYP3A7	ENST00000336374
CYP4A22	ENST00000371891
CYP7A1	ENST00000301645
CYSTM1	ENST00000261811
CYP4X1	ENST00000371901
CYSLTR1	ENST00000373304
CYTH4	ENST00000248901
CYP4F12	ENST00000550308
CYTH3	ENST00000396741
CYP8B1	ENST00000316161
CYTIP	ENST00000264192
CYP4F22	ENST00000269703
CYP4Z1	ENST00000334194
CYSLTR2	ENST00000282018
CYTH1	ENST00000361101
CYTL1	ENST00000307746
CYP4V2	ENST00000378802
CYP7B1	ENST00000310193
CYS1	ENST00000381813
CYREN	ENST00000393114
CYTH2	ENST00000427476
CYP4F8	ENST00000589787
DAAM1	ENST00000395125
DAAM2	ENST00000274867
DAB1	ENST00000371231
DAPK3	ENST00000301264
DAW1	ENST00000309931
DAB2IP	ENST00000408936
CZIB	ENST00000294360
D2HGDH	ENST00000321264
DACT3	ENST00000391916
DACH2	ENST00000373125
DAG1	ENST00000308775
DAGLB	ENST00000297056
DAPK1	ENST00000358077
DAPK2	ENST00000261891
DAD1	ENST00000250498
DACH1	ENST00000305425
DAND5	ENST00000317060
DAP3	ENST00000343043
DARS	ENST00000264161
DACT2	ENST00000366795
DAGLA	ENST00000257215
DALRD3	ENST00000341949
DAPL1	ENST00000309950
DAB2	ENST00000320816
DAO	ENST00000228476
DAOA	ENST00000375936
DAP	ENST00000230895
DARS2	ENST00000361951
DACT1	ENST00000335867
DAPP1	ENST00000512369
DAXX	ENST00000266000
DAZ3	ENST00000382365
DAZ1	ENST00000405239
DBNDD1	ENST00000002501
DAZL	ENST00000399444
DBP	ENST00000222122
DBR1	ENST00000260803
DBF4	ENST00000265728
DBI	ENST00000355857
DBN1	ENST00000309007
DCAF12L2	ENST00000360028
DAZAP2	ENST00000412716
DBF4B	ENST00000315005
DAZ2	ENST00000382424
DCAF15	ENST00000254337
DBX2	ENST00000332700
DBNL	ENST00000448521
DAZ4	ENST00000382296
DAZAP1	ENST00000233078
DCAF17	ENST00000375255
DCAF16	ENST00000382247
DCAF11	ENST00000446197
DCAF12L1	ENST00000371126
DBNDD2	ENST00000372720
DCAF12	ENST00000361264
DCAF10	ENST00000377724
DBH	ENST00000393056
DBT	ENST00000370132
DCAF1	ENST00000423656
DBX1	ENST00000524983
DCAF4L1	ENST00000333141
DCAF5	ENST00000341516
DCAF6	ENST00000312263
DCAF7	ENST00000431926
DCAF4	ENST00000358377
DCAF4L2	ENST00000319675
DCAF8L2	ENST00000451261
DCAKD	ENST00000310604
DCAF8	ENST00000326837
DCAF8L1	ENST00000441525
DCD	ENST00000293371
DCBLD1	ENST00000338728
DCBLD2	ENST00000326840
DCC	ENST00000442544
DCLRE1A	ENST00000361384
DCLRE1B	ENST00000369563
DCANP1	ENST00000503143
DCLRE1C	ENST00000378278
DCHS1	ENST00000299441
DCN	ENST00000052754
DCLK1	ENST00000360631
DCK	ENST00000286648
DCLK2	ENST00000296550
DCDC2C	ENST00000399143
DCHS2	ENST00000357232
DCDC2	ENST00000378454
DCDC1	ENST00000452803
DCDC2B	ENST00000409358
DCLK3	ENST00000416516
DCP1A	ENST00000610213
DCP1B	ENST00000280665
DCP2	ENST00000389063
DCPS	ENST00000263579
DCST1	ENST00000295542
DCST2	ENST00000368424
DCSTAMP	ENST00000297581
DCUN1D5	ENST00000260247
DCUN1D1	ENST00000292782
DCTN5	ENST00000300087
DDA1	ENST00000359866
DDB2	ENST00000256996
DCTN3	ENST00000259632
DDB1	ENST00000301764
DCUN1D3	ENST00000324344
DCTPP1	ENST00000319285
DCUN1D4	ENST00000334635
DCX	ENST00000338081
DDAH1	ENST00000284031
DCTN6	ENST00000221114
DDC	ENST00000357936
DDHD2	ENST00000397166
DCXR	ENST00000306869
DCUN1D2	ENST00000478244
DCTN1	ENST00000361874
DDAH2	ENST00000375787
DCTD	ENST00000438320
DDHD1	ENST00000323669
DCT	ENST00000377028
DCTN4	ENST00000447998
DCTN2	ENST00000548249
DDIT4L	ENST00000273990
DDIT4	ENST00000307365
DDN	ENST00000421952
DDOST	ENST00000375048
DDO	ENST00000368924
DDR2	ENST00000367921
DDR1	ENST00000324771
DDIAS	ENST00000329143
DDRGK1	ENST00000354488
DDI1	ENST00000302259
DDIT3	ENST00000346473
DDX19A	ENST00000302243
DDI2	ENST00000480945
DDX19B	ENST00000288071
DDX21	ENST00000354185
DDX25	ENST00000263576
DDX1	ENST00000233084
DDTL	ENST00000215770
DDX27	ENST00000371764
DDX28	ENST00000332395
DDX23	ENST00000308025
DDX20	ENST00000369702
DDX18	ENST00000263239
DDX10	ENST00000322536
DDX24	ENST00000330836
DDX39A	ENST00000242776
DDX31	ENST00000372153
DDT	ENST00000350608
DDX17	ENST00000403230
DDX11	ENST00000545668
DDX55	ENST00000238146
DDX3Y	ENST00000336079
DDX43	ENST00000370336
DDX42	ENST00000389924
DDX5	ENST00000225792
DDX54	ENST00000306014
DDX49	ENST00000247003
DECR2	ENST00000219481
DDX53	ENST00000327968
DDX56	ENST00000258772
DECR1	ENST00000220764
DEC1	ENST00000374016
DDX39B	ENST00000383508
DDX52	ENST00000349699
DDX3X	ENST00000399959
DEF6	ENST00000316637
DDX59	ENST00000331314
DEDD	ENST00000368006
DDX47	ENST00000358007
DDX46	ENST00000354283
DDX50	ENST00000373585
DDX51	ENST00000397333
DDX60	ENST00000393743
DEAF1	ENST00000382409
DDX60L	ENST00000260184
DDX58	ENST00000379883
DDX4	ENST00000505374
DDX6	ENST00000526070
DDX41	ENST00000507955
DEDD2	ENST00000595337
DEFA1B	ENST00000382689
DEFA1	ENST00000382679
DEF8	ENST00000268676
DEFA6	ENST00000297436
DEFA4	ENST00000297435
DEFB104A	ENST00000314265
DEFA5	ENST00000330590
DEFB103B	ENST00000318124
DEFB106B	ENST00000335479
DEFA3	ENST00000327857
DEFB1	ENST00000297439
DEFB124	ENST00000317676
DEFB103A	ENST00000314357
DEFB110	ENST00000371148
DEFB114	ENST00000322066
DEFB106A	ENST00000335186
DEFB107A	ENST00000335021
DEFB107B	ENST00000355602
DEFB112	ENST00000322246
DEFB115	ENST00000400552
DEFB118	ENST00000253381
DEFB105B	ENST00000335510
DEFB104B	ENST00000316169
DEFB108B	ENST00000328698
DEFB119	ENST00000376321
DEFB105A	ENST00000334773
DEFB116	ENST00000400549
DEFB123	ENST00000376309
DEFB121	ENST00000376314
DEFB113	ENST00000398718
DEFB125	ENST00000382410
DEGS2	ENST00000305631
DEFB131A	ENST00000334879
DEFB127	ENST00000382388
DEFB4B	ENST00000318157
DEFB129	ENST00000246105
DEFB136	ENST00000382209
DEFB126	ENST00000382398
DEFB130B	ENST00000437818
DEFB130A	ENST00000400079
DEGS1	ENST00000323699
DENND3	ENST00000262585
DENND2A	ENST00000275884
DEFB4A	ENST00000302247
DENND1B	ENST00000367396
DENND5A	ENST00000328194
DEFB134	ENST00000382205
DENND1A	ENST00000373624
DENND2C	ENST00000393274
DENND2D	ENST00000357640
DEFB128	ENST00000334391
DENND1C	ENST00000381480
DENND4B	ENST00000361217
DEFB132	ENST00000382376
DEFB135	ENST00000382208
DELE1	ENST00000432126
DEK	ENST00000397239
DENND4A	ENST00000431932
DEFB131B	ENST00000533289
DENND4C	ENST00000602925
DEPDC5	ENST00000400246
DENND5B	ENST00000389082
DENR	ENST00000280557
DENND6B	ENST00000413817
DENND6A	ENST00000311128
DEPDC1B	ENST00000265036
DEPDC7	ENST00000241051
DEPDC1	ENST00000456315
DERL1	ENST00000259512
DEPDC4	ENST00000378244
DEPTOR	ENST00000286234
DEPP1	ENST00000298295
DERL2	ENST00000158771
DERL3	ENST00000318109
DEUP1	ENST00000298050
DET1	ENST00000268148
DGCR2	ENST00000263196
DERA	ENST00000428559
DES	ENST00000373960
DESI2	ENST00000302550
DGCR6	ENST00000331444
DGAT2	ENST00000228027
DESI1	ENST00000263256
DGCR6L	ENST00000248879
DEXI	ENST00000331808
DGAT2L6	ENST00000333026
DFFA	ENST00000377038
DGCR8	ENST00000351989
DFFB	ENST00000378209
DGAT1	ENST00000528718
DGKB	ENST00000399322
DGKA	ENST00000331886
DGKG	ENST00000265022
DGKE	ENST00000284061
DGKD	ENST00000264057
DGKI	ENST00000288490
DGKK	ENST00000376025
DGKZ	ENST00000454345
DGKQ	ENST00000273814
DGKH	ENST00000337343
DHCR7	ENST00000355527
DHDDS	ENST00000236342
DHCR24	ENST00000371269
DHDH	ENST00000221403
DHODH	ENST00000219240
DHPS	ENST00000210060
DHRS7	ENST00000216500
DHRS4	ENST00000313250
DHRS4L2	ENST00000335125
DHRS2	ENST00000250383
DHRS1	ENST00000288111
DGUOK	ENST00000264093
DHRS3	ENST00000376223
DHH	ENST00000266991
DHFR2	ENST00000314636
DHRS13	ENST00000378895
DHRS11	ENST00000568873
DGLUCY	ENST00000518868
DHFR	ENST00000439211
DHRS12	ENST00000444610
DHRSX	ENST00000334651
DHX29	ENST00000251636
DHX15	ENST00000336812
DHX40	ENST00000251241
DHTKD1	ENST00000263035
DHRS7B	ENST00000395511
DHX33	ENST00000225296
DHRS7C	ENST00000330255
DHX38	ENST00000268482
DHX8	ENST00000262415
DHX32	ENST00000284690
DIMT1	ENST00000199320
DHRS9	ENST00000357546
DHX35	ENST00000252011
DHX37	ENST00000308736
DIAPH2	ENST00000324765
DIDO1	ENST00000266070
DHX34	ENST00000328771
DICER1	ENST00000343455
DIO1	ENST00000361921
DHX36	ENST00000496811
DHX58	ENST00000251642
DIAPH1	ENST00000389054
DHX16	ENST00000376442
DHX9	ENST00000367549
DIAPH3	ENST00000400324
DIABLO	ENST00000443649
DHX30	ENST00000445061
DHX57	ENST00000457308
DIP2B	ENST00000301180
DIP2C	ENST00000280886
DIP2A	ENST00000417564
DIO2	ENST00000438257
DIO3	ENST00000510508
DIPK1A	ENST00000370310
DIPK1C	ENST00000343998
DIPK2B	ENST00000398000
DIPK1B	ENST00000371692
DIPK2A	ENST00000315691
DISP3	ENST00000294484
DKK2	ENST00000285311
DKKL1	ENST00000221498
DKK4	ENST00000220812
DIRC1	ENST00000308100
DIRAS1	ENST00000323469
DISP2	ENST00000267889
DIXDC1	ENST00000440460
DLC1	ENST00000276297
DIRAS2	ENST00000375765
DLAT	ENST00000280346
DISP1	ENST00000284476
DIS3L	ENST00000319212
DKK3	ENST00000326932
DIS3	ENST00000377767
DISC1	ENST00000439617
DKC1	ENST00000369550
DIS3L2	ENST00000325385
DKK1	ENST00000373970
DIRAS3	ENST00000370981
DLD	ENST00000205402
DLG2	ENST00000398309
DLGAP5	ENST00000247191
DLGAP4	ENST00000339266
DLGAP1	ENST00000315677
DLG5	ENST00000372391
DLL3	ENST00000205143
DLX4	ENST00000240306
DLX5	ENST00000222598
DLG1	ENST00000419354
DLX2	ENST00000234198
DLK1	ENST00000341267
DLX1	ENST00000361725
DLGAP3	ENST00000235180
DLG4	ENST00000399506
DLL4	ENST00000249749
DMAC2L	ENST00000311459
DLST	ENST00000334220
DLEC1	ENST00000308059
DMAC2	ENST00000417807
DMBT1	ENST00000338354
DLG3	ENST00000374360
DLX3	ENST00000434704
DLGAP2	ENST00000421627
DMAC1	ENST00000358227
DLL1	ENST00000366756
DMAP1	ENST00000315913
DLK2	ENST00000357338
DLEU7	ENST00000504404
DLX6	ENST00000518156
DMRT2	ENST00000358146
DMD	ENST00000357033
DMP1	ENST00000339673
DMPK	ENST00000291270
DMRT1	ENST00000382276
DMKN	ENST00000339686
DMRTA1	ENST00000325870
DMRT3	ENST00000190165
DMC1	ENST00000216024
DMGDH	ENST00000255189
DMBX1	ENST00000371956
DMXL1	ENST00000311085
DNA2	ENST00000358410
DMTN	ENST00000265800
DMXL2	ENST00000251076
DMTF1	ENST00000331242
DMRTC2	ENST00000269945
DNAAF4	ENST00000321149
DNAAF2	ENST00000298292
DMWD	ENST00000270223
DNAAF5	ENST00000297440
DMRTC1B	ENST00000334036
DNAAF1	ENST00000378553
DMRTB1	ENST00000371445
DMRTA2	ENST00000404795
DMRTC1	ENST00000334036
DNAH1	ENST00000420323
DNAH11	ENST00000409508
DNAH10	ENST00000409039
DNAAF3	ENST00000524407
DNAI1	ENST00000242317
DNAJB1	ENST00000254322
DNAH17	ENST00000389840
DNAH3	ENST00000261383
DNAH5	ENST00000265104
DNAH14	ENST00000445597
DNAJA1	ENST00000330899
DNAJB2	ENST00000336576
DNAI2	ENST00000311014
DNAH8	ENST00000359357
DNAH6	ENST00000237449
DNAJB5	ENST00000312316
DNAJB6	ENST00000262177
DNAJB13	ENST00000339764
DNAJB9	ENST00000249356
DNAJA2	ENST00000317089
DNAJA4	ENST00000343789
DNAJB8	ENST00000319153
DNAJC10	ENST00000264065
DNAH9	ENST00000262442
DNAJB7	ENST00000307221
DNAH12	ENST00000351747
DNAH7	ENST00000312428
DNAJA3	ENST00000262375
DNAH2	ENST00000389173
DNAJB11	ENST00000265028
DNAJB4	ENST00000370763
DNAJB14	ENST00000442697
DNAJC1	ENST00000376980
DNAJC11	ENST00000377577
DNAJC14	ENST00000317269
DNAJC19	ENST00000382564
DNAJC25	ENST00000313525
DNAJC24	ENST00000465995
DNAJC5G	ENST00000296097
DNAJC17	ENST00000220496
DNAL4	ENST00000216068
DNAJC13	ENST00000260818
DNASE1L1	ENST00000014935
DNAJC28	ENST00000314399
DNAJC18	ENST00000302060
DNAJC27	ENST00000264711
DNAJC12	ENST00000225171
DNAJC9	ENST00000372950
DNASE1L2	ENST00000320700
DNAJC15	ENST00000379221
DNAJC5B	ENST00000276570
DNAJC2	ENST00000379263
DNASE1	ENST00000246949
DNAJC4	ENST00000321685
DNAJC21	ENST00000342382
DNAJC7	ENST00000457167
DNAJC30	ENST00000395176
DNAJC16	ENST00000375847
DNAJC22	ENST00000395069
DNAJC8	ENST00000263697
DNAJC6	ENST00000395325
DNAJC5	ENST00000360864
DNAL1	ENST00000553645
DNAJC3	ENST00000602402
DNASE2	ENST00000222219
DNASE2B	ENST00000370665
DNASE1L3	ENST00000394549
DNHD1	ENST00000254579
DNLZ	ENST00000371738
DNER	ENST00000341772
DNM2	ENST00000355667
DNM1	ENST00000372923
DNMT3B	ENST00000328111
DNM1L	ENST00000549701
DOCK2	ENST00000256935
DNPEP	ENST00000273075
DNMT3A	ENST00000264709
DNMT1	ENST00000340748
DNM3	ENST00000355305
DND1	ENST00000542735
DNMBP	ENST00000324109
DOCK11	ENST00000276202
DNMT3L	ENST00000270172
DOC2A	ENST00000350119
DNPH1	ENST00000230431
DOCK5	ENST00000276440
DOCK3	ENST00000266037
DOCK10	ENST00000258390
DNTTIP1	ENST00000372622
DOCK1	ENST00000280333
DOCK4	ENST00000437633
DNTTIP2	ENST00000436063
DOC2B	ENST00000496357
DNTT	ENST00000371174
DOCK6	ENST00000294618
DPH2	ENST00000255108
DOP1A	ENST00000349129
DOK2	ENST00000276420
DOK5	ENST00000262593
DOK3	ENST00000357198
DOK6	ENST00000382713
DOHH	ENST00000250937
DPF1	ENST00000420980
DOK4	ENST00000340099
DONSON	ENST00000303071
DPEP3	ENST00000268793
DPAGT1	ENST00000354202
DPH1	ENST00000263083
DPEP1	ENST00000261615
DOLK	ENST00000372586
DOK7	ENST00000340083
DOK1	ENST00000233668
DPEP2	ENST00000393847
DOCK7	ENST00000340370
DPH3	ENST00000488423
DOT1L	ENST00000398665
DOCK9	ENST00000376460
DPCD	ENST00000370151
DOLPP1	ENST00000372546
DOP1B	ENST00000399151
DPF3	ENST00000556509
DOCK8	ENST00000432829
DPF2	ENST00000528416
DPEP2NB	ENST00000574912
DPH7	ENST00000277540
DPM1	ENST00000371588
DPH5	ENST00000370109
DPH6	ENST00000256538
DPM2	ENST00000314392
DPM3	ENST00000341298
DPP10	ENST00000410059
DPP4	ENST00000360534
DPP6	ENST00000377770
DPP7	ENST00000371579
DPP3	ENST00000541961
DPY19L3	ENST00000342179
DPY19L4	ENST00000414645
DPYS	ENST00000351513
DPYSL4	ENST00000338492
DPP8	ENST00000341861
DPPA4	ENST00000335658
DPY19L1	ENST00000310974
DPY30	ENST00000295066
DPY19L2	ENST00000324472
DPYSL5	ENST00000288699
DPYSL2	ENST00000311151
DPPA3	ENST00000345088
DPPA5	ENST00000370370
DPT	ENST00000367817
DPYD	ENST00000370192
DPRX	ENST00000376650
DPYSL3	ENST00000398514
DPPA2	ENST00000478945
DPP9	ENST00000598800
DRAM1	ENST00000258534
DRC1	ENST00000288710
DRAM2	ENST00000286692
DRAP1	ENST00000312515
DRAXIN	ENST00000294485
